0.90000000000000002,0.10000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074030715676874165,0.80796389068514762,0.11800539363797816,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018482484824627637,0.079891097766712438,0.78496261577871207,0.11666380162994787,0,0,0,0,0,0,0,0,0,0,0,0
0,0.02,0.080000000000000002,0.78100601540089698,0.11899398459910303,0,0,0,0,0,0,0,0,0,0,0
0,0,0.02,0.080000000000000002,0.77999999999999992,0.12000000000000001,0,0,0,0,0,0,0,0,0,0
0,0,0,0.019564397452950938,0.078257589811803752,0.78291176442886068,0.11926624830638459,0,0,0,0,0,0,0,0,0
0,0,0,0,0.019189876525240585,0.078468561360559103,0.7887181175847644,0.11362344452943587,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02,0.080000000000000002,0.79813296895352248,0.10186703104647747,0,0,0,0,0,0,0
0,0,0,0,0,0,0.02,0.080000000000000002,0.80932634318257479,0.090673656817425202,0,0,0,0,0,0
0,0,0,0,0,0,0,0.02,0.080000000000000002,0.81400115191975653,0.085998848080243426,0,0,0,0,0
0,0,0,0,0,0,0,0,0.02,0.080000000000000002,0.8025176228834584,0.097482377116541577,0,0,0,0
0,0,0,0,0,0,0,0,0,0.02,0.080000000000000002,0.78000000000000003,0.12000000000000001,0,0,0
0,0,0,0,0,0,0,0,0,0,0.018512856943415194,0.074051427773660777,0.78892285833950881,0.11851285694341522,0,0
0,0,0,0,0,0,0,0,0,0,0,0.013951428226149797,0.060288601673064442,0.81068781968251968,0.11507215041826613,0
0,0,0,0,0,0,0,0,0,0,0,0,0.011393965911069132,0.060476922508738533,0.83300988095300765,0.095119230627184637
0,0,0,0,0,0,0,0,0,0,0,0,0,0.012595131158135034,0.066644296756681654,0.92076057208518325
